id,host_id,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2155,45459,Manhattan,Private room,272,2,5,1.21,1,56
2156,50960,Manhattan,Entire home/apt,237,2,3,3.48,1,245
2157,57495,Manhattan,Entire home/apt,576,2,14,2.77,1,316
2158,42907,Brooklyn,Entire home/apt,104,5,17,0.87,1,212
2159,86928,Brooklyn,Private room,91,1,17,2.19,1,187
2160,68773,Queens,Private room,53,1,12,1.49,1,112
2161,79837,Queens,Private room,125,3,17,1.02,1,321
2162,83176,Queens,Private room,52,7,5,2.84,1,50
2163,76203,Brooklyn,Entire home/apt,180,3,17,0.89,1,9
2164,48311,Bronx,Entire home/apt,137,5,10,1.79,1,343
2165,60276,Brooklyn,Private room,132,7,6,7.8,1,90
2166,96744,Staten Island,Entire home/apt,188,1,9,1.98,1,50
2167,45894,Queens,Entire home/apt,147,3,9,1.06,1,242
2168,12390,Manhattan,Entire home/apt,235,7,11,0.5,1,351
2169,58747,Queens,Entire home/apt,108,3,5,0.48,1,175
2170,59380,Brooklyn,Entire home/apt,187,3,19,0.71,1,56
2171,40760,Queens,Entire home/apt,151,5,15,1.34,1,235
2172,23007,Manhattan,Entire home/apt,273,5,2,0.24,1,227
2173,87731,Manhattan,Entire home/apt,299,2,17,1.45,1,312
2174,16944,Bronx,Entire home/apt,45,1,15,0.54,1,340
2175,94460,Manhattan,Entire home/apt,427,3,3,1.5,1,341
2176,11520,Bronx,Entire home/apt,115,1,12,1.57,1,214
2177,53229,Manhattan,Private room,273,1,13,2.23,1,11
2178,47932,Queens,Entire home/apt,131,3,6,1.65,1,289
2179,32392,Queens,Private room,27,2,10,0.91,1,181
2180,99137,Brooklyn,Private room,80,5,20,0.76,1,276
2181,61660,Brooklyn,Private room,88,2,9,0.55,1,350
2182,55686,Manhattan,Entire home/apt,445,7,4,4.77,1,352
2183,44475,Manhattan,Entire home/apt,95,2,2,3.71,1,301
2184,14035,Brooklyn,Entire home/apt,188,2,5,1.19,1,262
2185,47719,Queens,Private room,92,1,8,1.68,1,275
2186,93220,Staten Island,Entire home/apt,80,2,10,1.56,1,10
2187,13040,Bronx,Private room,58,1,16,4.51,1,261
2188,27581,Queens,Private room,49,5,18,1.2,1,358
2189,58352,Queens,Entire home/apt,88,5,8,0.29,1,241
2190,55768,Queens,Entire home/apt,105,1,16,2.52,1,134
2191,75401,Manhattan,Private room,106,2,13,0.5,1,44
2192,14829,Staten Island,Entire home/apt,168,1,5,3.88,1,29
2193,26437,Queens,Entire home/apt,88,3,15,0.74,1,361
2194,65688,Brooklyn,Private room,59,14,4,2.19,1,27
2195,13362,Manhattan,Entire home/apt,783,7,4,1.34,1,357
2196,64964,Brooklyn,Private room,166,1,11,1.38,1,226
2197,62138,Brooklyn,Private room,35,1,4,2.66,1,55
2198,26856,Bronx,Private room,36,5,2,1.83,1,128
2199,58575,Brooklyn,Entire home/apt,210,2,8,1.19,1,343
2200,28587,Brooklyn,Entire home/apt,220,2,3,1.28,1,315
2201,43494,Staten Island,Private room,27,7,5,0.57,1,27
2202,73865,Manhattan,Entire home/apt,560,1,0,0.0,1,182
2203,57545,Brooklyn,Entire home/apt,290,1,2,2.16,1,97
2204,91555,Manhattan,Entire home/apt,386,3,16,20.19,1,336
2205,55722,Queens,Entire home/apt,277,1,15,1.87,1,87
2206,63990,Staten Island,Entire home/apt,148,2,6,1.5,1,286
2207,40432,Brooklyn,Private room,125,2,9,0.7,1,28
2208,28777,Bronx,Entire home/apt,245,1,13,1.23,1,283
2209,68661,Brooklyn,Entire home/apt,337,1,12,1.68,1,333
2210,32075,Staten Island,Private room,39,5,13,0.75,1,191
2211,33446,Queens,Shared room,52,5,4,2.84,1,153
2212,28540,Bronx,Entire home/apt,72,3,1,1.38,1,235
2213,15210,Manhattan,Entire home/apt,391,1,19,2.77,1,10
2214,67417,Staten Island,Private room,80,2,11,0.82,1,143
2215,18631,Queens,Private room,33,1,7,2.01,1,284
2216,74496,Brooklyn,Private room,91,7,1,1.39,1,346
2217,87491,Bronx,Private room,64,3,1,4.6,1,284
2218,43320,Brooklyn,Entire home/apt,145,1,21,1.7,1,95
2219,41073,Bronx,Private room,66,1,1,0.6,6,266
2220,84645,Manhattan,Entire home/apt,461,30,2,1.36,1,172
2221,62080,Queens,Private room,69,1,14,0.41,1,199
2222,39809,Brooklyn,Private room,111,7,20,2.1,1,176
2223,49873,Manhattan,Shared room,178,14,6,5.0,1,308
2224,65323,Manhattan,Entire home/apt,384,1,10,1.99,1,362
2225,20983,Manhattan,Entire home/apt,331,2,4,2.05,1,323
2226,83833,Brooklyn,Private room,58,3,4,2.24,1,120
2227,35303,Brooklyn,Private room,141,2,17,0.81,1,203
2228,57909,Queens,Private room,84,1,19,0.9,1,159
2229,59511,Brooklyn,Entire home/apt,373,3,21,2.51,1,186
2230,84562,Brooklyn,Entire home/apt,189,1,1,1.37,1,203
2231,71881,Queens,Entire home/apt,48,1,14,8.9,1,242
2232,11769,Manhattan,Entire home/apt,116,2,1,5.24,1,191
2233,22452,Staten Island,Private room,92,2,5,0.9,1,311
2234,69852,Bronx,Entire home/apt,76,1,11,0.92,1,215
2235,42334,Queens,Private room,89,14,7,0.55,1,83
2236,12100,Queens,Private room,74,1,21,0.9,1,305
2237,45916,Bronx,Private room,50,14,7,1.34,1,233
2238,12515,Manhattan,Entire home/apt,281,1,5,2.07,1,6
2239,64278,Manhattan,Private room,98,1,9,1.5,1,351
2240,70838,Manhattan,Entire home/apt,293,1,2,8.46,1,114
2241,11854,Queens,Private room,51,2,3,3.47,1,5
2242,89533,Manhattan,Entire home/apt,241,3,10,2.45,1,210
2243,50159,Queens,Entire home/apt,110,14,14,2.51,1,51
2244,58270,Staten Island,Entire home/apt,102,5,9,0.32,1,145
2245,50452,Bronx,Entire home/apt,173,1,20,0.25,1,267
2246,10258,Brooklyn,Shared room,48,1,7,1.62,1,234
2247,75072,Manhattan,Entire home/apt,520,1,27,3.38,18,110
2248,93801,Bronx,Private room,129,3,4,1.09,1,164
2249,55858,Queens,Shared room,59,1,14,2.25,1,265
2250,69557,Manhattan,Entire home/apt,397,1,34,2.99,1,342
2251,14051,Manhattan,Private room,188,3,3,3.76,1,20
2252,55631,Staten Island,Entire home/apt,185,1,10,1.1,1,140
2253,36527,Queens,Entire home/apt,138,1,24,1.39,1,253
2254,99856,Bronx,Entire home/apt,179,1,4,1.22,1,65
2255,93580,Bronx,Private room,77,2,10,0.93,13,145
2256,31551,Brooklyn,Entire home/apt,151,1,1,1.87,1,290
2257,70694,Brooklyn,Private room,160,5,14,0.67,1,97
2258,85920,Brooklyn,Entire home/apt,193,5,23,4.78,1,232
2259,21228,Brooklyn,Private room,92,2,1,1.52,1,100
2260,89797,Brooklyn,Entire home/apt,142,5,17,1.39,1,280
2261,82652,Queens,Private room,76,1,10,0.43,1,151
2262,59467,Queens,Private room,121,30,3,0.6,1,294
2263,13838,Bronx,Private room,90,2,8,3.8,1,315
2264,72273,Brooklyn,Shared room,63,3,18,34.19,1,225
2265,18264,Queens,Private room,97,1,4,3.05,1,25
2266,12133,Queens,Entire home/apt,264,2,24,1.33,1,254
2267,13089,Queens,Entire home/apt,121,3,3,0.98,1,297
2268,40586,Queens,Entire home/apt,71,1,4,0.66,1,294
2269,78881,Manhattan,Entire home/apt,605,3,26,0.47,1,68
2270,41826,Brooklyn,Entire home/apt,137,1,7,2.15,1,325
2271,78972,Manhattan,Entire home/apt,202,2,19,1.78,1,351
2272,30581,Brooklyn,Entire home/apt,69,1,17,0.89,1,296
2273,74798,Brooklyn,Shared room,71,14,20,1.56,1,159
2274,16428,Queens,Entire home/apt,54,7,12,1.96,1,7
2275,64103,Staten Island,Private room,41,2,5,0.41,1,17
2276,73584,Queens,Entire home/apt,181,2,9,3.68,1,185
2277,15842,Queens,Private room,104,7,28,5.28,1,128
2278,43022,Brooklyn,Private room,68,3,15,1.67,1,151
2279,93535,Queens,Entire home/apt,122,3,29,7.96,1,174
2280,93122,Manhattan,Entire home/apt,183,2,21,2.68,1,336
2281,77103,Manhattan,Entire home/apt,219,7,6,6.21,1,62
2282,37412,Brooklyn,Entire home/apt,213,1,23,1.42,1,25
2283,91821,Brooklyn,Private room,74,7,3,3.7,1,113
2284,63510,Manhattan,Private room,137,2,13,2.07,1,221
2285,43419,Manhattan,Entire home/apt,132,3,9,0.88,1,100
2286,36298,Manhattan,Entire home/apt,552,30,9,3.02,1,346
2287,45163,Staten Island,Entire home/apt,153,2,1,3.87,1,22
2288,99101,Brooklyn,Entire home/apt,285,3,7,1.74,1,345
2289,58454,Brooklyn,Private room,199,2,10,1.56,1,4
2290,75174,Manhattan,Entire home/apt,188,14,2,4.12,1,13
2291,74531,Queens,Private room,57,2,31,0.72,1,98
2292,12553,Brooklyn,Entire home/apt,65,1,3,0.97,1,255
2293,92170,Manhattan,Entire home/apt,1665,2,19,1.21,1,116
2294,42388,Brooklyn,Private room,90,14,7,1.27,1,223
2295,62108,Manhattan,Entire home/apt,524,2,10,0.66,1,21
2296,16324,Manhattan,Shared room,42,1,22,0.73,1,112
2297,25490,Manhattan,Private room,272,2,7,2.98,1,32
2298,25409,Manhattan,Entire home/apt,822,2,9,1.21,1,268
2299,28541,Manhattan,Entire home/apt,286,3,2,0.4,1,327
2300,40278,Brooklyn,Private room,56,1,2,1.79,1,101
2301,86759,Bronx,Private room,51,1,0,0.0,1,200
2302,99018,Brooklyn,Private room,29,2,6,3.04,1,107
2303,20260,Brooklyn,Entire home/apt,180,1,26,7.73,1,128
2304,40099,Brooklyn,Shared room,81,1,9,1.26,1,142
2305,75257,Staten Island,Entire home/apt,113,7,1,1.22,1,310
2306,62656,Brooklyn,Private room,84,14,9,2.81,1,118
2307,25823,Manhattan,Private room,210,30,1,1.71,1,220
2308,98352,Queens,Entire home/apt,183,14,1,1.43,1,311
2309,85385,Manhattan,Private room,63,14,18,1.74,1,13
2310,18132,Brooklyn,Entire home/apt,193,7,7,2.45,1,76
2311,70171,Brooklyn,Shared room,198,5,1,2.78,1,116
2312,60567,Bronx,Entire home/apt,50,1,4,1.9,1,55
2313,44134,Brooklyn,Shared room,49,2,24,0.49,1,233
2314,87487,Queens,Entire home/apt,382,2,7,2.34,1,124
2315,90578,Staten Island,Private room,112,5,12,0.31,1,24
2316,38664,Manhattan,Private room,119,2,14,1.06,1,90
2317,52533,Manhattan,Entire home/apt,332,2,10,1.13,1,92
2318,98195,Brooklyn,Entire home/apt,184,7,15,1.06,1,157
2319,97942,Brooklyn,Private room,65,5,7,3.29,1,218
2320,97892,Brooklyn,Entire home/apt,177,2,5,0.87,1,6
2321,94331,Staten Island,Private room,52,2,4,5.17,1,140
2322,40537,Queens,Entire home/apt,140,7,8,0.74,1,134
2323,43759,Queens,Shared room,24,5,4,3.61,1,98
2324,73448,Brooklyn,Entire home/apt,91,3,16,9.12,1,197
2325,49892,Bronx,Entire home/apt,102,5,11,0.62,1,21
2326,75618,Staten Island,Entire home/apt,296,1,16,1.19,1,314
2327,90186,Bronx,Entire home/apt,109,3,10,1.62,1,20
2328,68107,Manhattan,Entire home/apt,247,1,16,2.31,1,17
2329,69399,Queens,Entire home/apt,199,1,7,1.56,1,47
2330,12492,Manhattan,Private room,144,5,12,1.81,1,92
2331,61312,Manhattan,Private room,439,1,4,2.07,1,25
2332,72055,Manhattan,Private room,157,1,4,0.86,1,38
2333,17473,Queens,Entire home/apt,193,3,3,2.32,1,164
2334,93834,Queens,Private room,46,3,7,3.44,13,189
2335,76643,Manhattan,Entire home/apt,390,2,29,2.77,1,155
2336,69143,Brooklyn,Private room,114,3,4,5.26,1,267
2337,67487,Brooklyn,Entire home/apt,178,7,31,0.88,1,27
2338,30271,Brooklyn,Entire home/apt,140,1,4,4.46,1,215
2339,61255,Manhattan,Entire home/apt,208,1,10,4.76,1,30
2340,48299,Brooklyn,Private room,114,3,6,1.09,1,255
2341,47577,Queens,Entire home/apt,185,3,1,1.71,1,183
2342,59772,Manhattan,Private room,147,1,10,0.53,1,118
2343,16164,Manhattan,Entire home/apt,347,2,13,1.07,1,290
2344,18821,Brooklyn,Private room,96,5,16,1.1,1,140
2345,49524,Staten Island,Private room,65,5,22,1.94,1,72
2346,83003,Queens,Entire home/apt,118,3,4,0.7,1,143
2347,82526,Queens,Entire home/apt,133,1,0,0.0,1,244
2348,60728,Brooklyn,Private room,431,1,7,1.04,1,46
2349,94258,Queens,Private room,83,2,31,0.6,1,135
2350,31559,Manhattan,Entire home/apt,422,5,22,0.87,1,175
2351,81798,Queens,Private room,89,2,15,6.95,1,208
2352,93412,Staten Island,Private room,53,5,1,0.99,1,191
2353,23712,Queens,Entire home/apt,267,14,13,4.52,1,305
2354,15913,Bronx,Private room,47,3,14,2.08,1,146
2355,77902,Queens,Entire home/apt,234,1,8,2.47,1,42
2356,62937,Manhattan,Entire home/apt,246,1,3,1.3,1,364
2357,60814,Staten Island,Private room,36,1,10,0.6,1,90
2358,74159,Manhattan,Entire home/apt,362,1,12,6.56,1,334
2359,95763,Brooklyn,Entire home/apt,100,1,25,0.75,1,87
2360,17420,Manhattan,Private room,211,1,4,2.04,1,196
2361,98585,Manhattan,Private room,82,3,27,2.28,1,180
2362,33526,Brooklyn,Private room,82,1,9,0.35,1,174
2363,27847,Brooklyn,Shared room,24,2,23,0.62,1,293
2364,96511,Brooklyn,Private room,462,1,5,2.67,1,56
2365,25394,Brooklyn,Entire home/apt,74,1,16,2.27,1,264
2366,37168,Manhattan,Entire home/apt,298,1,3,1.74,1,344
2367,89896,Manhattan,Private room,295,5,17,2.81,1,142
2368,55230,Brooklyn,Entire home/apt,325,2,14,1.67,1,235
2369,94974,Brooklyn,Private room,156,2,3,0.88,1,26
2370,98586,Queens,Private room,59,5,4,2.89,1,172
2371,30001,Queens,Entire home/apt,276,7,6,0.49,1,5
2372,48051,Bronx,Private room,91,2,6,1.01,1,38
2373,39072,Queens,Entire home/apt,147,3,22,3.47,1,15
2374,28639,Brooklyn,Entire home/apt,210,5,9,3.06,1,255
2375,69673,Queens,Shared room,31,1,15,2.41,1,306
2376,33249,Manhattan,Entire home/apt,179,5,15,7.6,1,284
2377,49636,Brooklyn,Entire home/apt,363,3,39,1.96,1,224
2378,40318,Queens,Entire home/apt,270,2,7,1.59,1,81
2379,85246,Brooklyn,Private room,60,1,7,5.24,1,355
2380,19430,Queens,Private room,64,30,7,2.58,1,256
2381,14771,Bronx,Private room,51,30,19,1.63,1,140
2382,11732,Bronx,Private room,54,3,2,2.65,1,19
2383,49270,Staten Island,Entire home/apt,119,2,2,2.75,1,101
2384,70588,Brooklyn,Private room,165,5,11,1.18,1,353
2385,95463,Brooklyn,Private room,65,3,37,0.71,1,81
2386,13851,Queens,Entire home/apt,82,2,4,1.44,1,125
2387,52578,Brooklyn,Entire home/apt,363,1,9,12.02,1,36
2388,61936,Queens,Shared room,29,14,11,9.2,1,141
2389,17673,Queens,Private room,35,1,6,1.08,1,64
2390,84661,Queens,Private room,53,2,6,1.2,1,311
2391,75996,Brooklyn,Private room,82,1,9,2.02,1,199
2392,19943,Manhattan,Private room,370,1,3,1.31,1,346
2393,51981,Brooklyn,Private room,163,1,9,6.59,1,224
2394,60406,Manhattan,Private room,296,14,14,1.66,1,249
2395,44370,Bronx,Entire home/apt,163,5,8,1.33,1,349
2396,89860,Brooklyn,Private room,164,1,32,0.66,1,8
2397,59739,Manhattan,Entire home/apt,203,3,6,7.58,1,54
2398,93428,Manhattan,Private room,141,1,13,1.6,1,31
2399,16803,Queens,Entire home/apt,76,5,9,2.25,1,352
2400,24375,Queens,Entire home/apt,117,2,9,2.98,1,249
2401,15262,Brooklyn,Entire home/apt,268,30,1,1.76,1,17
2402,51568,Manhattan,Entire home/apt,319,2,29,1.25,1,292
2403,83409,Brooklyn,Entire home/apt,379,5,2,1.51,1,190
2404,25457,Brooklyn,Entire home/apt,98,1,1,2.95,1,274
2405,82794,Queens,Shared room,49,14,18,3.22,1,352
2406,75356,Queens,Entire home/apt,66,3,14,0.22,1,132
2407,89028,Brooklyn,Entire home/apt,194,1,10,1.76,1,311
2408,23277,Manhattan,Private room,236,1,3,2.36,1,139
2409,33551,Staten Island,Private room,54,3,15,4.26,1,197
2410,53351,Brooklyn,Entire home/apt,249,5,6,3.66,1,208
2411,16840,Queens,Private room,41,1,10,3.0,1,132
2412,93008,Manhattan,Private room,63,1,21,2.74,1,283
2413,45058,Brooklyn,Entire home/apt,250,2,10,6.77,1,315
2414,41653,Manhattan,Entire home/apt,772,7,0,0.0,3,91
2415,32886,Brooklyn,Private room,57,30,16,1.1,1,343
2416,43325,Staten Island,Private room,120,5,7,3.32,1,89
2417,92202,Brooklyn,Private room,100,1,12,0.58,1,71
2418,48401,Manhattan,Entire home/apt,142,14,6,4.01,1,354
2419,52258,Manhattan,Entire home/apt,159,1,2,1.21,1,79
2420,77441,Brooklyn,Private room,99,7,13,5.58,1,70
2421,89498,Manhattan,Entire home/apt,237,2,6,1.44,1,16
2422,26878,Manhattan,Entire home/apt,144,5,6,1.01,1,50
2423,60488,Queens,Private room,27,1,16,0.93,1,98
2424,17968,Brooklyn,Entire home/apt,115,1,10,3.39,1,319
2425,47931,Brooklyn,Private room,109,2,1,1.77,1,186
2426,34808,Staten Island,Private room,61,1,10,2.39,1,70
2427,97569,Manhattan,Entire home/apt,225,2,9,0.83,1,50
2428,55936,Staten Island,Private room,68,5,1,1.93,1,322
2429,24222,Brooklyn,Entire home/apt,326,3,7,2.7,1,17
2430,67008,Bronx,Private room,69,2,12,10.88,1,116
2431,32230,Queens,Entire home/apt,123,1,18,0.55,1,154
2432,44107,Bronx,Entire home/apt,173,1,17,1.91,1,208
2433,92017,Staten Island,Private room,36,5,15,0.89,1,159
2434,43197,Brooklyn,Entire home/apt,163,1,5,1.75,1,74
2435,91384,Staten Island,Private room,55,2,4,2.34,1,203
2436,61175,Brooklyn,Entire home/apt,93,1,2,4.55,1,173
2437,32917,Brooklyn,Entire home/apt,146,3,15,1.36,1,163
2438,37215,Brooklyn,Entire home/apt,59,3,3,3.28,1,75
2439,85109,Brooklyn,Entire home/apt,527,2,3,4.78,1,139
2440,68515,Manhattan,Entire home/apt,177,5,7,0.74,1,314
2441,74283,Brooklyn,Private room,234,7,15,0.41,1,211
2442,27663,Brooklyn,Private room,100,5,2,0.56,1,169
2443,34422,Queens,Private room,95,2,7,0.74,1,322
2444,54207,Bronx,Shared room,22,14,6,1.54,1,286
2445,91460,Brooklyn,Entire home/apt,206,2,19,2.36,1,260
2446,79612,Brooklyn,Private room,140,3,14,0.59,1,83
2447,12490,Manhattan,Entire home/apt,427,3,3,5.21,1,231
2448,85519,Manhattan,Private room,241,7,12,6.58,1,362
2449,74847,Manhattan,Entire home/apt,242,2,7,1.3,1,174
2450,41755,Brooklyn,Shared room,40,3,1,0.55,1,247
2451,19215,Manhattan,Private room,65,2,3,3.41,1,169
2452,37777,Staten Island,Shared room,43,1,12,1.83,1,256
2453,96187,Brooklyn,Private room,177,7,5,0.82,5,183
2454,78193,Brooklyn,Private room,238,7,7,6.59,1,138
2455,60590,Queens,Private room,82,5,3,0.92,1,236
2456,16478,Manhattan,Entire home/apt,194,1,13,3.7,1,168
2457,92051,Brooklyn,Entire home/apt,72,2,16,1.17,1,291
2458,49597,Queens,Entire home/apt,233,1,26,3.34,7,122
2459,90031,Brooklyn,Entire home/apt,69,1,2,0.97,1,286
2460,47200,Brooklyn,Private room,81,2,16,3.37,1,318
2461,36092,Staten Island,Entire home/apt,102,1,3,0.97,1,87
2462,37046,Bronx,Private room,53,1,3,5.9,1,312
2463,53739,Queens,Shared room,38,1,45,2.03,1,284
2464,73939,Brooklyn,Private room,105,2,3,0.54,1,314
2465,12971,Queens,Entire home/apt,35,2,8,1.36,1,296
2466,77468,Manhattan,Entire home/apt,298,1,15,1.48,22,341
2467,89835,Brooklyn,Entire home/apt,54,14,0,0.0,1,40
2468,99338,Manhattan,Entire home/apt,443,14,4,3.87,1,250
2469,85064,Brooklyn,Private room,72,1,0,0.0,1,138
2470,77943,Brooklyn,Private room,30,30,4,0.47,1,247
2471,22567,Manhattan,Private room,100,1,16,2.55,1,94
2472,63256,Staten Island,Private room,45,1,0,0.0,1,362
2473,42774,Staten Island,Private room,118,7,10,1.33,1,206
2474,45940,Queens,Entire home/apt,146,3,20,1.0,1,98
2475,16499,Brooklyn,Private room,118,1,27,1.25,1,131
2476,23077,Bronx,Entire home/apt,199,5,4,0.97,1,243
2477,98194,Manhattan,Entire home/apt,281,3,10,3.96,1,30
2478,94551,Queens,Entire home/apt,199,14,7,3.02,1,220
2479,12051,Manhattan,Entire home/apt,431,14,11,2.34,1,285
2480,80634,Queens,Entire home/apt,65,30,22,1.0,1,92
2481,61369,Manhattan,Entire home/apt,665,2,6,2.43,1,19
2482,97169,Bronx,Private room,25,5,6,1.65,1,244
2483,86589,Staten Island,Private room,101,30,6,1.62,1,356
2484,10615,Manhattan,Entire home/apt,129,1,9,2.38,1,269
2485,75029,Brooklyn,Entire home/apt,256,5,3,2.0,1,118
2486,37192,Staten Island,Private room,170,1,4,4.91,1,43
2487,61797,Brooklyn,Entire home/apt,164,30,8,3.02,1,17
2488,32146,Bronx,Private room,48,1,7,4.46,1,208
2489,47193,Queens,Private room,98,3,16,1.06,1,80
2490,77671,Brooklyn,Entire home/apt,154,2,1,6.96,1,252
2491,96254,Brooklyn,Entire home/apt,500,1,16,1.4,1,325
2492,16971,Manhattan,Entire home/apt,329,5,2,4.44,1,276
2493,57142,Queens,Entire home/apt,110,1,11,2.91,1,248
2494,74155,Brooklyn,Entire home/apt,137,1,3,2.26,1,181
2495,94710,Brooklyn,Private room,59,1,4,1.84,1,297
2496,35388,Brooklyn,Entire home/apt,130,5,2,9.24,1,265
2497,50539,Brooklyn,Private room,81,1,8,7.2,1,363
2498,77537,Bronx,Private room,42,7,21,2.01,1,347
2499,40082,Staten Island,Entire home/apt,80,1,1,2.01,1,100
2500,74237,Brooklyn,Entire home/apt,584,2,0,0.0,1,300
2501,85584,Bronx,Entire home/apt,59,2,2,0.76,1,182
2502,24432,Queens,Entire home/apt,142,5,11,1.27,1,20
2503,87357,Brooklyn,Private room,135,1,4,1.64,1,296
2504,94729,Staten Island,Entire home/apt,163,7,7,3.33,1,67
2505,76211,Manhattan,Private room,152,5,9,8.44,1,228
2506,66867,Manhattan,Entire home/apt,259,1,7,0.31,1,236
2507,99251,Bronx,Entire home/apt,133,1,1,0.63,1,111
2508,92094,Brooklyn,Entire home/apt,213,2,24,2.42,1,133
2509,41113,Bronx,Private room,48,30,19,0.5,1,24
2510,36389,Bronx,Entire home/apt,44,1,4,4.52,1,64
2511,86827,Manhattan,Entire home/apt,229,7,8,3.53,1,227
2512,87475,Bronx,Private room,29,3,5,3.01,1,253
2513,67965,Brooklyn,Entire home/apt,127,1,11,0.56,1,233
2514,82204,Brooklyn,Entire home/apt,187,2,19,0.73,1,258
2515,35249,Queens,Private room,85,3,15,4.07,1,107
2516,69087,Staten Island,Entire home/apt,307,3,11,0.36,1,295
2517,36074,Manhattan,Private room,117,14,8,2.17,1,63
2518,58789,Brooklyn,Private room,150,7,51,0.96,8,215
2519,14527,Queens,Private room,82,1,17,0.63,1,86
2520,88997,Queens,Private room,142,1,3,1.41,1,89
2521,11862,Queens,Private room,96,1,4,14.71,1,33
2522,41030,Manhattan,Private room,90,30,14,2.18,1,244
2523,39351,Brooklyn,Private room,38,14,32,2.97,1,205
2524,78739,Brooklyn,Entire home/apt,218,7,3,1.31,1,279
2525,46685,Bronx,Entire home/apt,78,30,26,3.79,1,165
2526,57914,Manhattan,Private room,92,1,12,4.56,1,352
2527,19024,Manhattan,Private room,78,7,6,1.65,1,180
2528,37601,Staten Island,Entire home/apt,126,2,1,0.96,1,16
2529,28306,Manhattan,Private room,360,5,3,2.33,1,235
2530,89799,Staten Island,Entire home/apt,92,3,20,3.4,1,235
2531,70116,Queens,Private room,96,7,14,2.51,1,142
2532,26460,Bronx,Private room,52,2,14,1.21,1,354
2533,82752,Brooklyn,Shared room,25,30,10,2.91,1,13
2534,46590,Manhattan,Entire home/apt,443,1,11,1.38,1,188
2535,21674,Queens,Private room,38,3,16,5.43,1,13
2536,56651,Bronx,Entire home/apt,105,7,27,1.73,1,357
2537,26834,Queens,Entire home/apt,109,3,3,0.49,1,236
2538,47828,Manhattan,Entire home/apt,484,1,4,3.17,1,164
2539,93197,Queens,Private room,39,3,14,2.09,1,75
2540,21768,Queens,Entire home/apt,163,2,16,1.37,1,226
2541,21940,Queens,Entire home/apt,83,1,4,1.61,1,31
2542,46735,Queens,Private room,53,5,16,0.59,1,1
2543,88076,Bronx,Private room,15,1,14,0.8,1,352
2544,94581,Queens,Private room,220,7,16,1.01,1,110
2545,92881,Manhattan,Private room,213,1,19,2.95,1,249
2546,35309,Brooklyn,Entire home/apt,121,2,7,2.68,1,143
2547,52266,Manhattan,Shared room,45,3,8,0.59,1,344
2548,95068,Brooklyn,Private room,74,30,14,1.4,1,345
2549,19523,Brooklyn,Entire home/apt,273,1,2,1.88,1,260
2550,86473,Manhattan,Entire home/apt,105,3,8,3.27,1,143
2551,87914,Brooklyn,Entire home/apt,170,1,1,0.22,1,107
2552,43597,Manhattan,Entire home/apt,784,7,23,0.53,1,335
2553,22719,Bronx,Private room,30,7,3,0.96,1,10
2554,47446,Staten Island,Private room,64,7,29,0.23,1,7
2555,89795,Manhattan,Private room,528,14,11,4.63,1,308
2556,83706,Staten Island,Entire home/apt,163,2,1,2.04,1,315
2557,43346,Brooklyn,Entire home/apt,197,3,38,2.91,1,207
2558,85918,Brooklyn,Private room,129,1,3,1.01,1,6
2559,16082,Manhattan,Entire home/apt,237,7,7,2.06,1,219
2560,69708,Brooklyn,Shared room,106,2,5,2.03,1,129
2561,29565,Queens,Entire home/apt,105,3,5,1.22,1,354
2562,78804,Queens,Shared room,15,1,0,0.0,1,30
2563,63731,Manhattan,Entire home/apt,239,7,24,2.41,1,266
2564,53134,Manhattan,Entire home/apt,174,2,17,1.95,1,232
2565,52648,Brooklyn,Entire home/apt,158,3,18,1.35,1,64
2566,95108,Brooklyn,Private room,85,3,3,0.93,1,60
2567,22504,Manhattan,Private room,304,1,27,1.71,1,184
2568,37201,Brooklyn,Entire home/apt,270,5,21,2.34,1,93
2569,82769,Bronx,Private room,64,7,9,1.56,1,93
2570,19009,Staten Island,Private room,61,2,13,5.29,1,288
2571,33792,Brooklyn,Private room,55,14,6,1.22,1,139
2572,18586,Staten Island,Private room,18,1,2,2.95,1,182
2573,45696,Brooklyn,Entire home/apt,196,2,18,0.63,1,237
2574,89708,Brooklyn,Entire home/apt,285,1,2,1.02,1,298
2575,39853,Manhattan,Private room,148,2,15,0.53,1,105
2576,66788,Queens,Private room,52,30,14,1.09,1,119
2577,88490,Staten Island,Shared room,42,2,21,4.59,1,101
2578,77619,Queens,Private room,67,2,6,0.7,1,350
2579,23536,Brooklyn,Entire home/apt,465,3,4,5.43,1,222
2580,71210,Queens,Private room,137,1,3,1.21,1,260
2581,38926,Manhattan,Entire home/apt,502,2,14,0.66,1,318
2582,45127,Bronx,Shared room,44,2,4,1.56,1,17
2583,50868,Brooklyn,Entire home/apt,90,2,9,1.48,1,337
2584,86997,Brooklyn,Private room,141,3,4,1.75,1,131
2585,55094,Queens,Private room,86,1,8,0.54,1,275
2586,84631,Queens,Entire home/apt,183,2,16,1.54,1,52
2587,24254,Manhattan,Entire home/apt,388,3,5,0.49,7,147
2588,18757,Queens,Private room,89,1,16,1.14,1,239
2589,87482,Manhattan,Private room,695,3,12,0.91,1,53
2590,58371,Queens,Entire home/apt,126,14,1,0.83,1,27
2591,42907,Bronx,Private room,92,14,12,3.0,1,238
